score_a,score_b,calibrated_diff,abs_diff
1.0078125,-2.09375,3.1015625,3.1015625
4.125,-1.0,5.125,5.125
4.15625,-1.6484375,5.8046875,5.8046875
4.9375,6.09375,-1.15625,1.15625
-1.1484375,2.5,-3.6484375,3.6484375
-0.640625,2.265625,-2.90625,2.90625
-1.3515625,-3.203125,1.8515625,1.8515625
-3.53125,0.65234375,-4.18359375,4.18359375
-0.314453125,-0.3203125,0.005859375,0.005859375
-0.341796875,-1.640625,1.298828125,1.298828125
-6.3125,-4.0625,-2.25,2.25
3.5,2.84375,0.65625,0.65625
-1.2109375,2.984375,-4.1953125,4.1953125
3.71875,0.9375,2.78125,2.78125
-1.1015625,-2.109375,1.0078125,1.0078125
1.2890625,-1.5,2.7890625,2.7890625
1.625,1.1640625,0.4609375,0.4609375
-2.140625,4.84375,-6.984375,6.984375
0.30859375,-1.5703125,1.87890625,1.87890625
0.1640625,3.21875,-3.0546875,3.0546875
2.0,-0.375,2.375,2.375
3.703125,5.15625,-1.453125,1.453125
-2.453125,-1.6171875,-0.8359375,0.8359375
-1.3984375,-3.171875,1.7734375,1.7734375
1.2890625,0.7890625,0.5,0.5
-3.359375,-1.78125,-1.578125,1.578125
2.046875,2.5625,-0.515625,0.515625
-2.6875,-1.359375,-1.328125,1.328125
4.3125,1.4765625,2.8359375,2.8359375
0.6484375,2.03125,-1.3828125,1.3828125
0.53515625,0.193359375,0.341796875,0.341796875
1.328125,-0.70703125,2.03515625,2.03515625
1.65625,-1.1328125,2.7890625,2.7890625
-0.83203125,0.61328125,-1.4453125,1.4453125
-0.34765625,0.1513671875,-0.4990234375,0.4990234375
-1.953125,0.349609375,-2.302734375,2.302734375
2.46875,0.5,1.96875,1.96875
0.61328125,-1.15625,1.76953125,1.76953125
-1.4296875,-1.53125,0.1015625,0.1015625
-4.4375,0.310546875,-4.748046875,4.748046875
2.84375,3.34375,-0.5,0.5
4.0,1.734375,2.265625,2.265625
3.015625,4.1875,-1.171875,1.171875
4.5,2.5,2.0,2.0
-3.078125,-0.8203125,-2.2578125,2.2578125
2.5,6.65625,-4.15625,4.15625
1.953125,5.46875,-3.515625,3.515625
-3.96875,-6.15625,2.1875,2.1875
-2.3125,-6.71875,4.40625,4.40625
-2.5625,-0.4765625,-2.0859375,2.0859375
2.359375,2.40625,-0.046875,0.046875
1.0,-0.58984375,1.58984375,1.58984375
-0.404296875,3.21875,-3.623046875,3.623046875
-3.75,-1.6484375,-2.1015625,2.1015625
0.79296875,-0.1318359375,0.9248046875,0.9248046875
-1.8984375,-2.671875,0.7734375,0.7734375
-1.921875,-1.4765625,-0.4453125,0.4453125
-0.5859375,0.79296875,-1.37890625,1.37890625
-5.28125,-4.90625,-0.375,0.375
4.40625,2.6875,1.71875,1.71875
1.0390625,-0.197265625,1.236328125,1.236328125
1.9453125,1.171875,0.7734375,0.7734375
-1.4921875,-3.296875,1.8046875,1.8046875
-1.5390625,2.890625,-4.4296875,4.4296875
-6.5625,0.80078125,-7.36328125,7.36328125
-0.1318359375,0.94921875,-1.0810546875,1.0810546875
-2.8125,-1.2890625,-1.5234375,1.5234375
-5.90625,-4.84375,-1.0625,1.0625
-4.25,0.435546875,-4.685546875,4.685546875
4.59375,0.6484375,3.9453125,3.9453125
-1.3203125,-4.65625,3.3359375,3.3359375
-4.03125,-3.359375,-0.671875,0.671875
-4.84375,-4.84375,0.0,0.0
6.71875,5.65625,1.0625,1.0625
2.796875,-5.875,8.671875,8.671875
-1.234375,-3.6875,2.453125,2.453125
0.26953125,-2.609375,2.87890625,2.87890625
-3.9375,0.007110595703125,-3.944610595703125,3.944610595703125
0.921875,2.796875,-1.875,1.875
-4.375,0.181640625,-4.556640625,4.556640625
1.2890625,-0.29296875,1.58203125,1.58203125
-0.77734375,1.25,-2.02734375,2.02734375
0.78125,3.6875,-2.90625,2.90625
5.21875,3.359375,1.859375,1.859375
-6.78125,-6.53125,-0.25,0.25
2.296875,1.78125,0.515625,0.515625
-3.609375,-4.75,1.140625,1.140625
3.53125,-5.40625,8.9375,8.9375
1.296875,-5.125,6.421875,6.421875
-1.5234375,-6.09375,4.5703125,4.5703125
-1.6328125,0.5390625,-2.171875,2.171875
0.396484375,-0.5390625,0.935546875,0.935546875
-3.921875,-2.25,-1.671875,1.671875
-0.83203125,-1.6953125,0.86328125,0.86328125
-1.21875,0.1884765625,-1.4072265625,1.4072265625
-3.390625,-2.5,-0.890625,0.890625
-1.546875,-1.546875,0.0,0.0
4.125,-0.1533203125,4.2783203125,4.2783203125
-2.78125,-0.82421875,-1.95703125,1.95703125
1.3671875,1.5234375,-0.15625,0.15625
4.1875,6.71875,-2.53125,2.53125
-0.458984375,-5.5625,5.103515625,5.103515625
-1.1484375,-0.90625,-0.2421875,0.2421875
3.625,3.203125,0.421875,0.421875
-2.125,-3.171875,1.046875,1.046875
-1.265625,0.96484375,-2.23046875,2.23046875
-2.65625,-4.21875,1.5625,1.5625
-2.5625,-2.5625,0.0,0.0
-0.006134033203125,0.515625,-0.521759033203125,0.521759033203125
4.625,0.43359375,4.19140625,4.19140625
0.8359375,-3.546875,4.3828125,4.3828125
-4.6875,0.8515625,-5.5390625,5.5390625
6.3125,-1.6484375,7.9609375,7.9609375
-2.265625,-1.53125,-0.734375,0.734375
4.21875,5.96875,-1.75,1.75
-6.75,-6.5,-0.25,0.25
-2.40625,-4.34375,1.9375,1.9375
-2.640625,-3.296875,0.65625,0.65625
-6.03125,-6.25,0.21875,0.21875
4.53125,-3.109375,7.640625,7.640625
5.71875,1.203125,4.515625,4.515625
-2.875,-1.859375,-1.015625,1.015625
-4.78125,-1.2578125,-3.5234375,3.5234375
1.125,0.734375,0.390625,0.390625
3.40625,2.515625,0.890625,0.890625
-3.546875,-1.5546875,-1.9921875,1.9921875
1.921875,2.625,-0.703125,0.703125
8.625,7.28125,1.34375,1.34375
-3.15625,0.000293731689453125,-3.156543731689453,3.156543731689453
-0.859375,4.4375,-5.296875,5.296875
-3.46875,-0.828125,-2.640625,2.640625
2.828125,0.875,1.953125,1.953125
0.65234375,1.96875,-1.31640625,1.31640625
-0.875,0.62890625,-1.50390625,1.50390625
-0.55078125,-2.921875,2.37109375,2.37109375
-4.4375,-3.71875,-0.71875,0.71875
0.267578125,0.267578125,0.0,0.0
-4.8125,-3.0,-1.8125,1.8125
-1.2890625,1.640625,-2.9296875,2.9296875
-3.03125,2.78125,-5.8125,5.8125
-5.625,-5.59375,-0.03125,0.03125
5.0,2.984375,2.015625,2.015625
-4.40625,3.78125,-8.1875,8.1875
5.40625,-8.75,14.15625,14.15625
-5.4375,-0.92578125,-4.51171875,4.51171875
-4.53125,-5.625,1.09375,1.09375
1.6328125,4.78125,-3.1484375,3.1484375
4.25,-2.34375,6.59375,6.59375
-2.046875,-4.25,2.203125,2.203125
-0.228515625,2.46875,-2.697265625,2.697265625
2.53125,-0.62890625,3.16015625,3.16015625
-0.62109375,-3.390625,2.76953125,2.76953125
-2.265625,-2.046875,-0.21875,0.21875
-1.3203125,-0.953125,-0.3671875,0.3671875
-5.90625,-3.234375,-2.671875,2.671875
2.875,0.98046875,1.89453125,1.89453125
-1.71875,-2.859375,1.140625,1.140625
6.875,7.90625,-1.03125,1.03125
-1.9609375,0.92578125,-2.88671875,2.88671875
-5.875,-4.25,-1.625,1.625
-0.90625,2.09375,-3.0,3.0
-1.4609375,-3.59375,2.1328125,2.1328125
1.9609375,6.84375,-4.8828125,4.8828125
3.640625,3.53125,0.109375,0.109375
1.765625,2.796875,-1.03125,1.03125
-1.0703125,-2.6875,1.6171875,1.6171875
-0.453125,5.15625,-5.609375,5.609375
3.546875,6.0,-2.453125,2.453125
-0.10107421875,0.55859375,-0.65966796875,0.65966796875
-5.09375,-2.78125,-2.3125,2.3125
-1.25,0.609375,-1.859375,1.859375
0.5703125,-3.9375,4.5078125,4.5078125
6.09375,1.1328125,4.9609375,4.9609375
-2.515625,-2.578125,0.0625,0.0625
1.5234375,3.734375,-2.2109375,2.2109375
-1.453125,-0.1259765625,-1.3271484375,1.3271484375
2.5,-2.796875,5.296875,5.296875
3.4375,3.03125,0.40625,0.40625
2.59375,-3.609375,6.203125,6.203125
2.046875,-0.2412109375,2.2880859375,2.2880859375
0.5078125,0.71875,-0.2109375,0.2109375
2.140625,2.046875,0.09375,0.09375
-1.28125,-1.171875,-0.109375,0.109375
-0.46484375,-0.032958984375,-0.431884765625,0.431884765625
3.828125,2.734375,1.09375,1.09375
4.34375,3.5,0.84375,0.84375
-2.859375,-4.21875,1.359375,1.359375
-3.15625,-2.4375,-0.71875,0.71875
3.609375,1.7265625,1.8828125,1.8828125
-2.3125,-0.65625,-1.65625,1.65625
-3.71875,-2.984375,-0.734375,0.734375
-2.015625,-2.65625,0.640625,0.640625
-0.6875,1.609375,-2.296875,2.296875
-2.546875,0.06494140625,-2.61181640625,2.61181640625
-0.5859375,0.8984375,-1.484375,1.484375
0.921875,0.7109375,0.2109375,0.2109375
-1.15625,-0.796875,-0.359375,0.359375
-4.96875,-0.043212890625,-4.925537109375,4.925537109375
-6.46875,-6.09375,-0.375,0.375
3.203125,-0.72265625,3.92578125,3.92578125
-1.046875,-2.421875,1.375,1.375
-3.25,-5.03125,1.78125,1.78125
-3.109375,-3.296875,0.1875,0.1875
8.1875,4.8125,3.375,3.375
1.5,1.90625,-0.40625,0.40625
-2.125,-4.84375,2.71875,2.71875
2.3125,-0.6640625,2.9765625,2.9765625
0.75390625,-7.9375,8.69140625,8.69140625
3.515625,3.515625,0.0,0.0
-6.15625,-3.03125,-3.125,3.125
-1.5625,3.140625,-4.703125,4.703125
-3.28125,-5.6875,2.40625,2.40625
-3.171875,0.400390625,-3.572265625,3.572265625
-5.84375,-4.8125,-1.03125,1.03125
0.09765625,2.46875,-2.37109375,2.37109375
-5.75,-1.5546875,-4.1953125,4.1953125
0.6640625,-0.21484375,0.87890625,0.87890625
3.859375,2.21875,1.640625,1.640625
1.4765625,6.59375,-5.1171875,5.1171875
5.78125,4.5625,1.21875,1.21875
-5.34375,-3.765625,-1.578125,1.578125
-5.59375,-2.125,-3.46875,3.46875
-2.265625,-2.0625,-0.203125,0.203125
0.765625,1.9140625,-1.1484375,1.1484375
-1.9921875,-1.890625,-0.1015625,0.1015625
4.75,4.5,0.25,0.25
1.8046875,1.71875,0.0859375,0.0859375
0.28515625,2.25,-1.96484375,1.96484375
1.5625,5.5,-3.9375,3.9375
4.21875,2.59375,1.625,1.625
0.73046875,-3.046875,3.77734375,3.77734375
3.859375,3.890625,-0.03125,0.03125
-1.8828125,-5.46875,3.5859375,3.5859375
-2.9375,-3.484375,0.546875,0.546875
3.03125,4.65625,-1.625,1.625
-1.6640625,0.6953125,-2.359375,2.359375
-2.84375,-3.609375,0.765625,0.765625
1.5859375,-4.3125,5.8984375,5.8984375
-2.46875,-2.390625,-0.078125,0.078125
-5.28125,-3.65625,-1.625,1.625
2.171875,-1.1953125,3.3671875,3.3671875
5.96875,5.40625,0.5625,0.5625
7.03125,5.21875,1.8125,1.8125
5.15625,1.796875,3.359375,3.359375
1.390625,0.63671875,0.75390625,0.75390625
4.84375,5.1875,-0.34375,0.34375
-0.81640625,1.28125,-2.09765625,2.09765625
-1.5703125,-2.625,1.0546875,1.0546875
3.53125,-6.1875,9.71875,9.71875
-4.53125,-6.0625,1.53125,1.53125
-2.65625,1.7890625,-4.4453125,4.4453125
1.8984375,3.015625,-1.1171875,1.1171875
-5.78125,-5.375,-0.40625,0.40625
-7.625,-0.08544921875,-7.53955078125,7.53955078125
3.65625,-2.40625,6.0625,6.0625
2.359375,-2.359375,4.71875,4.71875
-0.86328125,-2.828125,1.96484375,1.96484375
1.0703125,-2.0,3.0703125,3.0703125
-1.0234375,-0.412109375,-0.611328125,0.611328125
1.9375,2.796875,-0.859375,0.859375
0.2470703125,0.26953125,-0.0224609375,0.0224609375
-6.6875,-1.8515625,-4.8359375,4.8359375
-2.859375,4.5,-7.359375,7.359375
-3.765625,-2.296875,-1.46875,1.46875
2.640625,3.921875,-1.28125,1.28125
-1.46875,-3.734375,2.265625,2.265625
0.0174560546875,3.171875,-3.1544189453125,3.1544189453125
5.125,3.171875,1.953125,1.953125
6.375,5.28125,1.09375,1.09375
4.9375,4.09375,0.84375,0.84375
-3.671875,-3.375,-0.296875,0.296875
-0.095703125,1.8203125,-1.916015625,1.916015625
2.984375,-1.3828125,4.3671875,4.3671875
-0.3671875,-0.5234375,0.15625,0.15625
0.1171875,3.6875,-3.5703125,3.5703125
-1.8359375,-0.68359375,-1.15234375,1.15234375
-0.353515625,1.1875,-1.541015625,1.541015625
-0.26953125,-0.26953125,0.0,0.0
5.25,0.93359375,4.31640625,4.31640625
-4.28125,-7.34375,3.0625,3.0625
-0.8515625,-4.21875,3.3671875,3.3671875
-3.671875,-1.3125,-2.359375,2.359375
-1.28125,1.71875,-3.0,3.0
1.1875,2.234375,-1.046875,1.046875
-0.15625,1.953125,-2.109375,2.109375
0.609375,0.267578125,0.341796875,0.341796875
-0.04150390625,-5.25,5.20849609375,5.20849609375
-5.40625,-5.5625,0.15625,0.15625
2.75,-1.5859375,4.3359375,4.3359375
-5.03125,-4.3125,-0.71875,0.71875
-1.40625,-3.484375,2.078125,2.078125
3.796875,1.5,2.296875,2.296875
-5.25,-0.85546875,-4.39453125,4.39453125
1.3203125,-4.09375,5.4140625,5.4140625
0.89453125,2.109375,-1.21484375,1.21484375
-3.515625,-0.020751953125,-3.494873046875,3.494873046875
-6.03125,-2.375,-3.65625,3.65625
-3.796875,3.671875,-7.46875,7.46875
-6.1875,-7.0,0.8125,0.8125
-1.9375,3.171875,-5.109375,5.109375
0.98046875,1.203125,-0.22265625,0.22265625
-2.40625,-4.90625,2.5,2.5
-2.953125,-4.6875,1.734375,1.734375
2.453125,2.65625,-0.203125,0.203125
-3.953125,1.1328125,-5.0859375,5.0859375
0.412109375,4.5625,-4.150390625,4.150390625
7.03125,6.4375,0.59375,0.59375
-1.7109375,1.4765625,-3.1875,3.1875
-1.1953125,-2.5,1.3046875,1.3046875
1.96875,2.75,-0.78125,0.78125
-2.625,-2.703125,0.078125,0.078125
-0.62890625,-1.6953125,1.06640625,1.06640625
-1.2578125,1.0703125,-2.328125,2.328125
-5.78125,-2.453125,-3.328125,3.328125
0.89453125,-1.9296875,2.82421875,2.82421875
6.28125,1.125,5.15625,5.15625
-6.5,-5.84375,-0.65625,0.65625
2.96875,2.015625,0.953125,0.953125
4.40625,6.53125,-2.125,2.125
-3.875,-0.296875,-3.578125,3.578125
3.34375,4.65625,-1.3125,1.3125
-0.365234375,-1.6875,1.322265625,1.322265625
1.078125,-0.6640625,1.7421875,1.7421875
1.2734375,-3.40625,4.6796875,4.6796875
0.88671875,-0.9296875,1.81640625,1.81640625
3.578125,5.34375,-1.765625,1.765625
3.125,3.953125,-0.828125,0.828125
-6.15625,-4.96875,-1.1875,1.1875
-4.90625,-3.203125,-1.703125,1.703125
1.078125,-2.375,3.453125,3.453125
-3.078125,-4.6875,1.609375,1.609375
-3.3125,-4.78125,1.46875,1.46875
2.484375,4.71875,-2.234375,2.234375
1.359375,-1.375,2.734375,2.734375
4.75,0.5390625,4.2109375,4.2109375
1.1484375,1.15625,-0.0078125,0.0078125
-1.15625,-5.40625,4.25,4.25
-2.1875,0.5859375,-2.7734375,2.7734375
2.625,2.28125,0.34375,0.34375
-2.40625,0.73828125,-3.14453125,3.14453125
1.78125,-2.53125,4.3125,4.3125
4.625,-1.625,6.25,6.25
2.0625,-4.125,6.1875,6.1875
-1.2734375,-2.546875,1.2734375,1.2734375
0.8203125,3.03125,-2.2109375,2.2109375
2.046875,2.453125,-0.40625,0.40625
-0.578125,-4.53125,3.953125,3.953125
2.875,4.1875,-1.3125,1.3125
-4.0625,1.296875,-5.359375,5.359375
7.28125,6.5,0.78125,0.78125
-4.53125,-3.65625,-0.875,0.875
0.2451171875,0.318359375,-0.0732421875,0.0732421875
3.953125,-3.890625,7.84375,7.84375
-0.380859375,-2.921875,2.541015625,2.541015625
4.46875,-0.037109375,4.505859375,4.505859375
1.1796875,0.99609375,0.18359375,0.18359375
-5.28125,1.2578125,-6.5390625,6.5390625
3.765625,2.015625,1.75,1.75
-2.96875,-1.109375,-1.859375,1.859375
1.4453125,3.75,-2.3046875,2.3046875
-0.236328125,-2.109375,1.873046875,1.873046875
-5.8125,-6.28125,0.46875,0.46875
1.3671875,1.765625,-0.3984375,0.3984375
-4.8125,-4.6875,-0.125,0.125
-4.125,-0.357421875,-3.767578125,3.767578125
-1.859375,-1.0859375,-0.7734375,0.7734375
-1.546875,4.0625,-5.609375,5.609375
-2.875,-4.5625,1.6875,1.6875
0.7734375,4.34375,-3.5703125,3.5703125
1.4375,2.84375,-1.40625,1.40625
3.4375,1.2734375,2.1640625,2.1640625
-0.251953125,2.546875,-2.798828125,2.798828125
-0.6796875,-1.1640625,0.484375,0.484375
5.1875,-0.640625,5.828125,5.828125
-1.8671875,-2.265625,0.3984375,0.3984375
4.5625,0.921875,3.640625,3.640625
-6.78125,-2.9375,-3.84375,3.84375
-1.1640625,-1.1640625,0.0,0.0
-5.125,-1.1640625,-3.9609375,3.9609375
-0.90625,1.1953125,-2.1015625,2.1015625
-0.640625,-2.140625,1.5,1.5
-1.8515625,-1.59375,-0.2578125,0.2578125
0.01373291015625,-1.9140625,1.92779541015625,1.92779541015625
3.015625,3.078125,-0.0625,0.0625
4.53125,-0.5,5.03125,5.03125
3.640625,4.28125,-0.640625,0.640625
3.671875,2.390625,1.28125,1.28125
-4.5,-1.7578125,-2.7421875,2.7421875
-5.25,-4.34375,-0.90625,0.90625
-6.78125,-7.28125,0.5,0.5
-0.91015625,-0.98046875,0.0703125,0.0703125
-3.125,-1.3984375,-1.7265625,1.7265625
-0.33984375,1.4140625,-1.75390625,1.75390625
1.5625,1.1875,0.375,0.375
-0.7265625,2.03125,-2.7578125,2.7578125
4.375,3.0,1.375,1.375
1.1640625,2.234375,-1.0703125,1.0703125
5.90625,0.71875,5.1875,5.1875
-4.53125,-0.1435546875,-4.3876953125,4.3876953125
-3.765625,-3.0625,-0.703125,0.703125
2.3125,4.25,-1.9375,1.9375
4.09375,4.75,-0.65625,0.65625
0.0272216796875,2.484375,-2.4571533203125,2.4571533203125
2.90625,4.375,-1.46875,1.46875
0.75,3.0625,-2.3125,2.3125
0.1904296875,1.3828125,-1.1923828125,1.1923828125
2.875,2.296875,0.578125,0.578125
2.703125,5.71875,-3.015625,3.015625
-2.96875,-1.8046875,-1.1640625,1.1640625
7.0625,4.3125,2.75,2.75
-4.6875,-3.734375,-0.953125,0.953125
-1.015625,1.9453125,-2.9609375,2.9609375
1.3125,-0.0791015625,1.3916015625,1.3916015625
-1.8125,-0.8828125,-0.9296875,0.9296875
-2.359375,-7.5,5.140625,5.140625
2.25,-0.53515625,2.78515625,2.78515625
-2.03125,-3.0,0.96875,0.96875
1.3359375,2.0,-0.6640625,0.6640625
5.75,4.0,1.75,1.75
-3.953125,-2.65625,-1.296875,1.296875
3.984375,1.6328125,2.3515625,2.3515625
7.59375,4.59375,3.0,3.0
-3.578125,0.3359375,-3.9140625,3.9140625
-4.84375,-0.8203125,-4.0234375,4.0234375
-6.625,-2.125,-4.5,4.5
0.146484375,-3.53125,3.677734375,3.677734375
3.75,-0.6953125,4.4453125,4.4453125
-0.041748046875,-3.734375,3.692626953125,3.692626953125
1.7734375,0.6328125,1.140625,1.140625
4.03125,1.2734375,2.7578125,2.7578125
-0.9609375,-4.125,3.1640625,3.1640625
-6.59375,-1.3359375,-5.2578125,5.2578125
0.482421875,-0.0390625,0.521484375,0.521484375
2.921875,2.375,0.546875,0.546875
2.125,3.5625,-1.4375,1.4375
-6.5,0.2216796875,-6.7216796875,6.7216796875
1.03125,0.515625,0.515625,0.515625
-3.234375,-3.640625,0.40625,0.40625
3.6875,1.1328125,2.5546875,2.5546875
0.55078125,-6.3125,6.86328125,6.86328125
-4.125,-5.78125,1.65625,1.65625
0.361328125,1.0703125,-0.708984375,0.708984375
2.625,2.9375,-0.3125,0.3125
-2.890625,-5.1875,2.296875,2.296875
4.40625,6.34375,-1.9375,1.9375
3.921875,-2.09375,6.015625,6.015625
2.78125,3.234375,-0.453125,0.453125
1.109375,0.43359375,0.67578125,0.67578125
3.234375,4.1875,-0.953125,0.953125
-0.9140625,1.9375,-2.8515625,2.8515625
5.9375,4.0,1.9375,1.9375
-5.09375,-3.15625,-1.9375,1.9375
1.640625,2.8125,-1.171875,1.171875
-3.734375,-3.734375,0.0,0.0
-1.6171875,-3.921875,2.3046875,2.3046875
2.5,3.53125,-1.03125,1.03125
1.1953125,-0.01361083984375,1.20892333984375,1.20892333984375
-2.9375,-2.9375,0.0,0.0
2.09375,-2.5,4.59375,4.59375
3.09375,2.734375,0.359375,0.359375
0.515625,5.40625,-4.890625,4.890625
4.5,2.203125,2.296875,2.296875
3.4375,0.2060546875,3.2314453125,3.2314453125
-4.5,-5.65625,1.15625,1.15625
1.421875,1.421875,0.0,0.0
-4.75,-2.96875,-1.78125,1.78125
2.40625,1.1015625,1.3046875,1.3046875
4.84375,4.6875,0.15625,0.15625
-6.09375,-6.65625,0.5625,0.5625
-1.3359375,-1.1640625,-0.171875,0.171875
-3.84375,-1.875,-1.96875,1.96875
-4.65625,2.265625,-6.921875,6.921875
1.5859375,1.2578125,0.328125,0.328125
2.15625,-3.390625,5.546875,5.546875
2.921875,4.5,-1.578125,1.578125
0.7890625,0.76171875,0.02734375,0.02734375
-1.7578125,-3.59375,1.8359375,1.8359375
1.921875,-4.5625,6.484375,6.484375
-0.640625,-0.796875,0.15625,0.15625
3.375,-1.09375,4.46875,4.46875
2.5625,3.0625,-0.5,0.5
-1.734375,-0.80859375,-0.92578125,0.92578125
0.421875,-0.61328125,1.03515625,1.03515625
-2.25,-2.359375,0.109375,0.109375
-6.28125,-5.5625,-0.71875,0.71875
0.8515625,0.70703125,0.14453125,0.14453125
-3.0,6.34375,-9.34375,9.34375
1.7265625,1.34375,0.3828125,0.3828125
4.8125,3.671875,1.140625,1.140625
-1.6875,0.5625,-2.25,2.25
-5.625,-4.5625,-1.0625,1.0625
6.03125,-4.1875,10.21875,10.21875
-3.03125,-3.15625,0.125,0.125
4.96875,2.359375,2.609375,2.609375
1.875,-2.984375,4.859375,4.859375
5.6875,-0.65625,6.34375,6.34375
-2.625,-3.265625,0.640625,0.640625
2.46875,0.384765625,2.083984375,2.083984375
4.25,6.0625,-1.8125,1.8125
-1.0546875,-4.0,2.9453125,2.9453125
-0.359375,1.03125,-1.390625,1.390625
2.75,0.26953125,2.48046875,2.48046875
3.0,7.5625,-4.5625,4.5625
-5.65625,-6.59375,0.9375,0.9375
3.265625,0.74609375,2.51953125,2.51953125
0.06787109375,0.6640625,-0.59619140625,0.59619140625
-6.78125,-2.15625,-4.625,4.625
0.83203125,4.09375,-3.26171875,3.26171875
0.2275390625,0.375,-0.1474609375,0.1474609375
5.09375,-3.015625,8.109375,8.109375
-0.2421875,3.234375,-3.4765625,3.4765625
-0.388671875,5.84375,-6.232421875,6.232421875
1.2734375,1.0,0.2734375,0.2734375
4.625,5.84375,-1.21875,1.21875
-0.6953125,-4.59375,3.8984375,3.8984375
5.46875,5.46875,0.0,0.0
5.03125,3.25,1.78125,1.78125
2.75,-0.73046875,3.48046875,3.48046875
0.2138671875,-2.828125,3.0419921875,3.0419921875
4.90625,-0.58203125,5.48828125,5.48828125
-1.1640625,-4.25,3.0859375,3.0859375
0.1904296875,1.234375,-1.0439453125,1.0439453125
-2.765625,-1.453125,-1.3125,1.3125
0.4296875,0.94140625,-0.51171875,0.51171875
7.65625,1.21875,6.4375,6.4375
-1.078125,0.52734375,-1.60546875,1.60546875
0.0693359375,-1.2578125,1.3271484375,1.3271484375
-5.71875,-3.78125,-1.9375,1.9375
3.15625,5.25,-2.09375,2.09375
4.1875,0.0284423828125,4.1590576171875,4.1590576171875
-0.470703125,-1.5625,1.091796875,1.091796875
-5.0625,-2.921875,-2.140625,2.140625
0.07080078125,2.125,-2.05419921875,2.05419921875
1.3359375,2.453125,-1.1171875,1.1171875
-0.9921875,-2.390625,1.3984375,1.3984375
-0.8203125,-6.65625,5.8359375,5.8359375
-5.625,-4.25,-1.375,1.375
1.7890625,4.40625,-2.6171875,2.6171875
-0.4609375,-0.64453125,0.18359375,0.18359375
-3.828125,-3.71875,-0.109375,0.109375
0.50390625,0.7421875,-0.23828125,0.23828125
4.53125,1.421875,3.109375,3.109375
0.8515625,2.3125,-1.4609375,1.4609375
-5.96875,-0.294921875,-5.673828125,5.673828125
1.8203125,-1.125,2.9453125,2.9453125
-5.0,-1.90625,-3.09375,3.09375
-0.7734375,4.53125,-5.3046875,5.3046875
-3.578125,2.125,-5.703125,5.703125
0.78515625,-4.59375,5.37890625,5.37890625
-3.203125,2.0,-5.203125,5.203125
7.09375,5.25,1.84375,1.84375
0.87109375,3.3125,-2.44140625,2.44140625
1.3046875,3.265625,-1.9609375,1.9609375
3.890625,5.3125,-1.421875,1.421875
0.419921875,2.4375,-2.017578125,2.017578125
-0.46484375,0.1171875,-0.58203125,0.58203125
1.7890625,-0.0634765625,1.8525390625,1.8525390625
-4.84375,-4.75,-0.09375,0.09375
0.205078125,-0.40234375,0.607421875,0.607421875
-6.3125,-2.953125,-3.359375,3.359375
-0.4453125,1.359375,-1.8046875,1.8046875
2.140625,3.625,-1.484375,1.484375
0.9765625,-1.3828125,2.359375,2.359375
0.93359375,-0.83203125,1.765625,1.765625
1.15625,2.234375,-1.078125,1.078125
1.7734375,1.0234375,0.75,0.75
-3.015625,-5.96875,2.953125,2.953125
-2.921875,-1.578125,-1.34375,1.34375
-3.609375,-2.21875,-1.390625,1.390625
-3.40625,-1.3515625,-2.0546875,2.0546875
0.48828125,-1.6015625,2.08984375,2.08984375
-4.34375,-2.78125,-1.5625,1.5625
-1.5703125,-2.46875,0.8984375,0.8984375
3.765625,2.328125,1.4375,1.4375
4.40625,4.21875,0.1875,0.1875
1.21875,-0.83203125,2.05078125,2.05078125
-4.9375,-4.65625,-0.28125,0.28125
-1.6484375,-3.15625,1.5078125,1.5078125
-0.921875,1.390625,-2.3125,2.3125
4.625,6.40625,-1.78125,1.78125
2.90625,1.703125,1.203125,1.203125
-5.28125,-4.15625,-1.125,1.125
0.953125,3.84375,-2.890625,2.890625
-4.78125,-6.0625,1.28125,1.28125
1.484375,-4.75,6.234375,6.234375
-2.515625,0.0196533203125,-2.5352783203125,2.5352783203125
4.75,-3.234375,7.984375,7.984375
2.734375,-0.40625,3.140625,3.140625
-1.53125,-2.109375,0.578125,0.578125
-2.171875,0.482421875,-2.654296875,2.654296875
-4.21875,-1.578125,-2.640625,2.640625
1.2578125,0.53125,0.7265625,0.7265625
1.03125,2.078125,-1.046875,1.046875
-4.9375,-4.625,-0.3125,0.3125
-2.171875,-3.59375,1.421875,1.421875
-5.71875,-5.1875,-0.53125,0.53125
4.34375,2.46875,1.875,1.875
-6.34375,1.5703125,-7.9140625,7.9140625
6.59375,4.84375,1.75,1.75
0.08544921875,0.96484375,-0.87939453125,0.87939453125
-4.875,-5.28125,0.40625,0.40625
-4.59375,-3.46875,-1.125,1.125
-1.984375,-5.6875,3.703125,3.703125
-4.625,-4.625,0.0,0.0
2.0,-0.32421875,2.32421875,2.32421875
-0.412109375,-1.671875,1.259765625,1.259765625
3.390625,1.9765625,1.4140625,1.4140625
-4.6875,-4.53125,-0.15625,0.15625
3.4375,-1.6171875,5.0546875,5.0546875
-3.6875,-4.40625,0.71875,0.71875
2.765625,-0.4140625,3.1796875,3.1796875
0.75390625,-7.34375,8.09765625,8.09765625
1.1171875,2.75,-1.6328125,1.6328125
0.94140625,-0.271484375,1.212890625,1.212890625
